project_name,project_url,num_commits,project_age_days,project_created_at,num_contributors,num_pull,num_issues,num_stargazers,num_watchers,num_forks,num_subscribers,Aggregate-Score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,num_bug_high,num_bug_medium,num_bug_low,num_bug_blocker,num_vulnerabilities_high,num_vulnerabilities_medium,num_vulnerabilities_low,num_vulnerabilities_blocker,num_code_smell_high,num_code_smell_medium,num_code_smell_low,num_code_smell_blocker
python-openxml/python-docx,https://github.com/python-openxml/python-docx,1074,4032,2013-10-15,11,211,1437,4586,4586,1124,145,1.9,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,4,1,0,0,0,0,0,0,0,4,7,6,0
python-poetry/cleo,https://github.com/python-poetry/cleo,547,3970,2013-12-16,32,325,435,1277,1277,90,24,5.5,10,8,10,0,10,10,10,10,0,10,3,-1,0,0,0,-1,0,3,0,0,0,0,0,0,0,0,2,0,0,0
python-poetry/poetry,https://github.com/python-poetry/poetry,3365,2435,2018-02-28,442,2938,8831,31577,31577,2265,190,4.3,0,8,10,0,9,10,0,10,0,10,10,10,10,0,0,0,0,0,2,287,0,19,0,0,0,0,3151,961,433,65
python-restx/flask-restx,https://github.com/python-restx/flask-restx,997,1755,2020-01-09,118,191,621,2161,2161,335,65,4.6,10,1,6,0,4,10,10,10,10,9,0,-1,0,0,0,-1,0,3,2,21,24,9,1,0,0,0,383,246,244,3
python-social-auth/social-app-django,https://github.com/python-social-auth/social-app-django,2397,2957,2016-09-24,277,302,600,2030,2030,380,33,5.1,10,3,10,0,6,10,10,10,0,10,10,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,2,5,5,0
pytroll/donfig,https://github.com/pytroll/donfig,248,2188,2018-11-03,12,102,110,36,36,10,7,5.6,10,0,10,0,3,10,10,10,0,10,10,10,0,0,0,-1,0,10,0,3,0,1,2,0,0,0,59,86,83,4
pyupio/dparse,https://github.com/pyupio/dparse,155,2667,2017-07-11,15,43,82,61,61,23,13,5.3,10,6,8,0,4,10,10,10,0,10,0,10,0,0,0,-1,0,10,0,6,0,0,0,0,0,0,7,1103,300,0
rasahq/rasa,https://github.com/rasahq/rasa,32610,2937,2016-10-14,303,6376,13020,18866,18866,4630,355,6.0,10,8,10,0,10,10,10,10,0,10,0,10,5,10,0,-1,0,0,16,78,15,2,5,0,0,0,575,544,518,10
rdflib/pyrdfa3,https://github.com/rdflib/pyrdfa3,313,4593,2012-04-02,8,21,42,67,67,22,23,2.5,7,0,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,24,24,28,0,7,0,0,2,178,163,170,1
readthedocs/readthedocs-sphinx-search,https://github.com/readthedocs/readthedocs-sphinx-search,349,1974,2019-06-04,8,97,143,33,33,16,8,4.1,10,8,0,0,4,10,-1,10,0,10,0,-1,-1,0,0,-1,-1,0,4,4,6,0,0,0,0,0,1136,132,308,8
redis/redis-py,https://github.com/redis/redis-py,2394,5471,2009-11-06,387,1680,3407,12628,12628,2517,327,6.9,10,0,10,0,9,10,10,10,10,10,10,10,0,10,0,-1,0,8,0,0,2,0,0,0,0,0,6,21,60,0
refirmlabs/binwalk,https://github.com/refirmlabs/binwalk,1469,4001,2013-11-15,77,275,723,11058,11058,1551,361,4.3,10,0,10,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,0,0,0,1,0,0,0,0,31,15,42,0
refraction-ray/xalpha,https://github.com/refraction-ray/xalpha,415,2280,2018-08-02,11,20,189,2041,2041,437,51,2.8,10,0,0,0,0,10,-1,0,0,10,2,-1,-1,0,0,0,-1,10,0,3,0,0,0,0,0,0,35,30,14,0
relekang/django-nopassword,https://github.com/relekang/django-nopassword,305,4416,2012-09-26,15,48,88,179,179,41,9,2.8,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,8,0,21,54,0,0,0,0,0,86,82,237,0
remarshal-project/remarshal,https://github.com/remarshal-project/remarshal,302,3678,2014-10-04,8,21,51,527,527,37,8,5.1,10,0,10,0,0,10,10,10,0,10,9,-1,0,0,0,-1,0,10,0,0,0,0,0,0,0,0,0,0,0,0
reviewboard/reviewboard,https://github.com/reviewboard/reviewboard,11733,5547,2009-08-22,216,47,47,1566,1566,430,99,2.8,10,0,-1,0,0,10,-1,0,0,10,10,-1,0,0,0,-1,-1,0,12,38,4,0,0,0,0,2,897,843,1983,5
rochacbruno/quokka,https://github.com/rochacbruno/quokka,117,4133,2013-07-07,8,263,688,2235,2235,447,155,2.7,9,0,0,0,2,10,-1,10,0,9,0,-1,0,0,0,-1,-1,0,7,50,2,16,2,0,0,0,575,544,518,7
ronf/asyncssh,https://github.com/ronf/asyncssh,1254,3957,2013-12-29,26,100,670,1550,1550,151,38,3.9,10,0,5,0,0,0,10,0,0,10,10,-1,0,0,0,-1,0,10,7,160,5,6,5,11,1,0,595,936,1346,3
rossant/ipycache,https://github.com/rossant/ipycache,113,4039,2013-10-08,9,35,74,139,139,35,10,3.5,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10,0,1,0,3,0,0,0,0,0,1,1,0
roundup-tracker/roundup,https://github.com/roundup-tracker/roundup,7358,3343,2015-09-04,18,53,53,33,33,11,6,6.7,10,3,-1,0,0,10,10,10,0,9,10,-1,2,10,0,-1,10,10,0,7,8,10,0,0,0,0,265,205,421,4
run-llama/llama-hub,https://github.com/run-llama/llama-hub,848,636,2023-02-01,236,733,944,3442,3442,731,47,3.3,10,1,10,0,6,10,10,0,0,10,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,3,2,1,0
sa7mon/s3scanner,https://github.com/sa7mon/s3scanner,473,2689,2017-06-19,9,206,348,2555,2555,367,65,5.1,10,6,10,0,0,0,10,10,0,10,8,10,2,0,0,0,0,10,1,136,8,9,11,0,0,0,547,1607,4236,24
saghul/pycares,https://github.com/saghul/pycares,391,4496,2012-07-08,34,100,202,165,165,73,8,4.8,10,0,2,0,4,10,10,10,0,10,1,10,0,0,0,-1,0,10,6,348,37,11,1,0,0,0,2661,4322,9899,37
sarathsp06/exotel-py,https://github.com/sarathsp06/exotel-py,37,3288,2015-10-29,3,6,11,9,9,9,0,2.7,10,0,0,0,1,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,8,0,1,1,8,0,0,0,0,19,15,13,0
savon-noir/python-libnmap,https://github.com/savon-noir/python-libnmap,444,4222,2013-04-08,26,73,144,490,490,182,62,3.4,10,3,0,0,2,3,10,0,0,9,0,-1,0,0,0,-1,0,10,0,83,7,8,0,0,0,0,815,278,130,1
schettino72/sqla_yaml_fixtures,https://github.com/schettino72/sqla_yaml_fixtures,76,2694,2017-06-14,3,8,22,13,13,8,4,3.6,10,0,0,0,0,10,10,0,0,9,5,-1,0,0,0,-1,0,10,2,15,9,4,0,0,0,2,505,91,45,3
scottcwang/openssh_key_parser,https://github.com/scottcwang/openssh_key_parser,391,1582,2020-06-30,4,3,6,20,20,5,2,3.0,10,0,0,0,0,0,-1,0,10,10,0,-1,0,0,0,-1,-1,10,3,38,0,0,0,0,0,0,724,227,52,4
scrapy-plugins/scrapy-splash,https://github.com/scrapy-plugins/scrapy-splash,218,4187,2013-05-13,16,63,314,3150,3150,450,124,3.5,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10,0,3,0,0,4,0,0,0,78,42,24,0
secdev/scapy,https://github.com/secdev/scapy,6560,3316,2015-10-01,349,2929,4567,10717,10717,2023,232,7.3,10,8,10,0,5,10,10,0,10,10,10,-1,0,10,0,-1,10,10,1,136,8,9,11,0,0,0,547,1607,4236,24
sehmaschine/django-grappelli,https://github.com/sehmaschine/django-grappelli,1953,5331,2010-03-26,66,336,1058,3759,3759,657,88,2.7,10,0,2,0,1,10,10,0,0,9,2,-1,0,0,0,-1,0,0,1,8,4,0,0,0,0,1,772,38,57,9
shuup/shuup,https://github.com/shuup/shuup,7104,3436,2015-06-03,53,2195,2634,2248,2248,1100,117,3.5,10,1,0,0,3,10,10,0,0,9,0,-1,0,0,0,-1,0,10,1,43,4,1,0,0,0,1,112,77,44,0
sickrage/sickrage,https://github.com/sickrage/sickrage,12708,3886,2014-03-10,186,2670,2670,1536,1536,660,165,3.0,9,3,-1,0,0,10,-1,10,0,10,0,-1,0,0,0,-1,-1,0,0,0,0,0,36,0,0,0,11,4,91,0
simonw/datasette,https://github.com/simonw/datasette,2659,2564,2017-10-23,78,496,2313,9511,9511,683,101,5.4,10,0,10,0,1,10,10,10,0,10,10,10,0,0,0,-1,0,9,2,3,3,3,0,0,0,0,80,71,267,1
simonw/datasette-indieauth,https://github.com/simonw/datasette-indieauth,54,1445,2020-11-15,1,1,25,8,8,0,4,3.7,10,0,-1,0,0,3,10,0,0,0,0,-1,0,0,0,-1,10,10,0,2,0,0,0,0,0,0,43,8,10,1
simplejson/simplejson,https://github.com/simplejson/simplejson,658,5014,2011-02-06,36,125,324,1650,1650,334,65,4.8,10,3,3,0,3,10,10,0,10,9,3,10,0,0,0,-1,0,10,0,3,0,0,0,0,0,0,21,4,17,0
smihica/pyminizip,https://github.com/smihica/pyminizip,77,4249,2013-03-12,9,20,54,108,108,38,9,3.5,10,0,0,0,6,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,3,26,4,7,0,0,0,0,122,171,180,3
snapcore/snapcraft,https://github.com/snapcore/snapcraft,6074,3288,2015-10-29,191,4572,5126,1180,1180,445,41,6.0,3,8,10,0,10,10,10,10,0,10,10,-1,0,0,0,-1,0,10,4,3,5,10,0,0,0,0,65,202,26,0
sony/nnabla,https://github.com/sony/nnabla,3553,2683,2017-06-26,60,1182,1264,2724,2724,334,154,3.3,10,0,0,0,9,10,-1,0,0,10,7,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,6,37,5,1
sosreport/sos,https://github.com/sosreport/sos,4857,4859,2011-07-11,300,2705,3807,510,510,542,44,5.8,10,3,10,0,9,10,10,0,0,10,10,-1,0,10,0,-1,0,10,0,2,0,0,0,0,0,0,26,74,7,0
sqlalchemy/mako,https://github.com/sqlalchemy/mako,961,2164,2018-11-26,54,49,406,364,364,62,10,4.3,10,0,-1,0,0,10,10,0,10,10,5,-1,0,0,0,-1,0,10,1,4,0,1,0,0,0,0,34,90,3,0
sqlfluff/sqlfluff,https://github.com/sqlfluff/sqlfluff,5924,2189,2018-11-01,361,3397,6410,7861,7861,721,34,5.8,10,8,10,0,8,10,10,0,0,10,10,10,0,0,0,-1,0,9,0,0,0,0,0,0,0,0,4,0,0,0
starkbank/ecdsa-python,https://github.com/starkbank/ecdsa-python,90,2252,2018-08-30,7,27,42,136,136,42,14,4.5,10,6,0,0,4,6,-1,0,10,10,0,-1,-1,0,0,-1,-1,10,12,38,4,0,0,0,0,2,897,843,1983,5
stchris/untangle,https://github.com/stchris/untangle,225,4895,2011-06-05,13,79,136,611,611,83,28,4.2,10,3,0,0,2,6,10,10,0,10,0,-1,0,7,0,0,0,7,0,7,3,0,0,0,0,0,52,64,159,0
stephenmcd/mezzanine,https://github.com/stephenmcd/mezzanine,5304,5267,2010-05-29,261,987,2042,4759,4759,1647,247,3.3,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10,0,4,0,0,7,0,0,0,49,51,42,1
stranger6667/pyanyapi,https://github.com/stranger6667/pyanyapi,132,3329,2015-09-18,2,11,42,13,13,6,5,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,11,248,5,4,6,0,0,0,1671,2047,751,8
styria-digital/django-rest-framework-jwt,https://github.com/styria-digital/django-rest-framework-jwt,736,2178,2018-11-12,75,72,118,192,192,60,7,3.4,10,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,0,0,0,0,0,0,0,0,14,0,1,0
supervisor/supervisor,https://github.com/supervisor/supervisor,2445,5075,2010-12-08,146,487,1655,8494,8494,1247,232,3.8,10,3,2,0,3,10,10,0,0,9,1,-1,0,0,0,-1,0,10,1,3,0,0,0,0,0,0,14,16,23,0
sviehb/jefferson,https://github.com/sviehb/jefferson,65,3521,2015-03-10,7,25,52,320,320,118,23,2.6,10,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,2,3,3,3,0,0,0,0,80,71,267,1
tabatkins/bikeshed,https://github.com/tabatkins/bikeshed,5146,4264,2013-02-26,106,1381,2941,1108,1108,200,23,5.0,10,0,7,0,0,10,10,10,0,10,10,-1,0,0,0,-1,0,9,0,3,0,0,3,0,0,0,3,13,21,0
tadashi-aikawa/owlmixin,https://github.com/tadashi-aikawa/owlmixin,580,2908,2016-11-13,2,58,71,4,4,2,3,3.8,10,0,0,0,0,0,10,10,0,10,0,-1,0,0,0,-1,0,10,0,0,0,1,0,0,0,0,1,4,4,0
takluyver/pyxdg,https://github.com/takluyver/pyxdg,522,4522,2012-06-12,11,20,20,85,85,27,9,3.8,10,0,0,0,1,10,10,0,10,9,0,-1,0,0,0,-1,0,10,0,0,0,0,0,0,0,0,8,41,1,5
talelin/lin-cms-flask,https://github.com/talelin/lin-cms-flask,346,2114,2019-01-15,7,114,234,830,830,217,29,3.8,10,3,0,0,0,6,-1,10,0,9,0,-1,0,0,0,-1,-1,10,0,34,4,5,9,0,0,0,940,579,523,23
tanganelli/coapthon,https://github.com/tanganelli/coapthon,719,3897,2014-02-27,22,61,174,225,225,131,22,2.9,10,0,0,0,6,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,7,0,1,1,2,0,0,0,0,39,42,39,1
tanganelli/coapthon3,https://github.com/tanganelli/coapthon3,73,2486,2018-01-08,11,23,51,59,59,50,8,3.6,10,0,0,0,9,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,0,1,0,0,0,0,0,0,24,4,20,0
tanghaibao/jcvi,https://github.com/tanghaibao/jcvi,3038,5081,2010-12-01,18,219,701,754,754,186,36,4.6,10,3,10,0,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,2,153,15,10,0,0,0,0,2538,1137,471,66
tankywoo/simiki,https://github.com/tankywoo/simiki,547,4036,2013-10-12,10,27,131,1149,1149,156,52,1.7,10,0,0,0,0,10,-1,0,0,10,0,-1,0,0,0,-1,-1,0,0,5,0,0,1,0,0,0,50,24,119,0
taxiiproject/libtaxii,https://github.com/taxiiproject/libtaxii,741,4206,2013-04-24,23,73,253,70,70,43,30,3.2,10,0,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,0,6,0,2,0,0,0,0,37,18,81,1
